ORG_ID,ORG_NAME,ZCTA,Distance,TravelTime,DANCENYC_Budget_Size,DANCENYC_Discipline,NYC_MARKER,Org_ADDRESS,Org_Zip_Code,Org_City,Org_State,lng,lat,ZCTA_lng,ZCTA_lat,orgid,orgname,avg_td,med_td,avg_tt,med_tt
5115,"Spoke the Hub Dancing, Inc.",11215,1.300000000000000,17,2,Educational,Brooklyn,748 Union Street  Brooklyn,11215-1209,Brooklyn,NY,-73.978370159999997,40.675322649999998,-73.986827340000005,40.662395080000003,5115,"Spoke the Hub Dancing, Inc.",1.300000000000000,1.300000000000000,17.000000000000000,17.000000000000000
5131,Dancing in the Streets,10023,5.470000000000000,25,2,Presenting,Bronx,"555 Bergen Avenue, 3rd Floor  Bronx",10455-1368,Bronx,NY,-73.916457159999993,40.815990690000000,-73.982606610000005,40.775921199999999,5131,Dancing in the Streets,7.290000000000000,5.500000000000000,40.500000000000000,32.000000000000000
5131,Dancing in the Streets,10027,2.550000000000000,21,2,Presenting,Bronx,"555 Bergen Avenue, 3rd Floor  Bronx",10455-1368,Bronx,NY,-73.916457159999993,40.815990690000000,-73.953223620000003,40.811818959999997,5131,Dancing in the Streets,7.290000000000000,5.500000000000000,40.500000000000000,32.000000000000000
5131,Dancing in the Streets,11102,5.530000000000000,39,2,Presenting,Bronx,"555 Bergen Avenue, 3rd Floor  Bronx",10455-1368,Bronx,NY,-73.916457159999993,40.815990690000000,-73.925937140000002,40.772635309999998,5131,Dancing in the Streets,7.290000000000000,5.500000000000000,40.500000000000000,32.000000000000000
5131,Dancing in the Streets,11215,15.600000000000000,77,2,Presenting,Bronx,"555 Bergen Avenue, 3rd Floor  Bronx",10455-1368,Bronx,NY,-73.916457159999993,40.815990690000000,-73.986827340000005,40.662395080000003,5131,Dancing in the Streets,7.290000000000000,5.500000000000000,40.500000000000000,32.000000000000000
5155,"DOVA, Inc.",10014,1.240000000000000,15,3,Dance Maker,Manhattan,260 West Broadway Suite 4 New York,10013-2260,Manhattan,NY,-74.003647999999998,40.720024000000002,-74.007033050000004,40.733697679999999,5155,"DOVA, Inc.",4.300000000000000,4.600000000000000,24.600000000000001,27.000000000000000
5155,"DOVA, Inc.",10021,4.600000000000000,30,3,Dance Maker,Manhattan,260 West Broadway Suite 4 New York,10013-2260,Manhattan,NY,-74.003647999999998,40.720024000000002,-73.958630110000001,40.769158630000000,5155,"DOVA, Inc.",4.300000000000000,4.600000000000000,24.600000000000001,27.000000000000000
5155,"DOVA, Inc.",10027,7.210000000000000,27,3,Dance Maker,Manhattan,260 West Broadway Suite 4 New York,10013-2260,Manhattan,NY,-74.003647999999998,40.720024000000002,-73.953223620000003,40.811818959999997,5155,"DOVA, Inc.",4.300000000000000,4.600000000000000,24.600000000000001,27.000000000000000
5155,"DOVA, Inc.",11217,3.040000000000000,18,3,Dance Maker,Manhattan,260 West Broadway Suite 4 New York,10013-2260,Manhattan,NY,-74.003647999999998,40.720024000000002,-73.979344810000001,40.682420950000001,5155,"DOVA, Inc.",4.300000000000000,4.600000000000000,24.600000000000001,27.000000000000000
5155,"DOVA, Inc.",11225,5.410000000000000,33,3,Dance Maker,Manhattan,260 West Broadway Suite 4 New York,10013-2260,Manhattan,NY,-74.003647999999998,40.720024000000002,-73.954219210000005,40.663045869999998,5155,"DOVA, Inc.",4.300000000000000,4.600000000000000,24.600000000000001,27.000000000000000
5291,Sachiyo Ito and Company,10022,2.730000000000000,20,1,Dance Maker,Manhattan,405 West 23rd Street suite 4G New York,10011-1400,Manhattan,NY,-74.001420199999998,40.746629429999999,-73.967817109999999,40.758554789999998,5291,Sachiyo Ito and Company,2.730000000000000,2.730000000000000,20.000000000000000,20.000000000000000
5372,"Art Sweats, Inc.",11206,3.980000000000000,29,2,Dance Maker,Manhattan,"140 Second Avenue, #503  New York",10003-8384,Manhattan,NY,-73.987018829999997,40.728829200000000,-73.942357740000006,40.701953840000002,5372,"Art Sweats, Inc.",5.810000000000000,5.810000000000000,36.000000000000000,36.000000000000000
